87.11842, 0.3663749
137.6373, 0.3609386
88.48832, 0.3939736
84.21046, 0.4264167
88.30209, 0.4259826
107.8865, 0.4663398
86.64211, 0.4764291
66.7077, 0.4931635
168.164, 0.5061088
140.9165, 0.6425063
115.4174, 0.714969
87.46815, 0.8526596
94.66512, 1.124127
100.1055, 1.196454
136.5293, 1.160503
154.9427, 0.9519185
154.7904, 1.154525
179.7128, 1.187287
189.2008, 1.27096
233.0891, 1.277427
153.3607, 2.108871
202.6637, 1.665605
233.1708, 1.976382
281.0076, 1.922794
299.9895, 2.016062
333.1103, 1.516675
439.7684, 1.584849
460.6487, 1.988593
526.759, 2.116338
607.4575, 1.988593
