21.78216, 0.002289157
21.65215, 0.003253012
22.57907, 0.003614458
23.40512, 0.00313253
23.54572, 0.004216867
24.26135, 0.003975904
24.55371, 0.004819277
25.30003, 0.005180723
26.22563, 0.005903614
26.54159, 0.006746988
27.34834, 0.007349398
27.84409, 0.008192771
28.17961, 0.008674699
29.03615, 0.009638554
29.91872, 0.01072289
30.46106, 0.01156626
30.82812, 0.0126506
31.19953, 0.01361446
31.57548, 0.01433735
31.76516, 0.01518072
31.9559, 0.0160241
32.53524, 0.01686747
32.7306, 0.01783133
32.92722, 0.01855422
33.52417, 0.01951807
33.72547, 0.02024096
33.92805, 0.02096386
34.13186, 0.02180723
34.54316, 0.02253012
34.75057, 0.02325301
35.16933, 0.02415663
35.59303, 0.02506024
35.8784, 0.0260241
36.456, 0.02686747
36.89521, 0.02783133
37.11684, 0.02843373
37.33981, 0.02939759
37.78967, 0.03036145
38.01667, 0.03120482
38.70579, 0.03216868
39.1722, 0.03301205
40.12186, 0.03433735
41.58972, 0.03554217
43.89277, 0.03662651
44.95687, 0.03566265
45.7718, 0.03445783
46.32335, 0.03313253
46.60162, 0.03228915
47.73138, 0.03108434
47.73138, 0.02963855
48.30644, 0.02843373
48.88853, 0.02746988
51.28768, 0.02337349
51.59576, 0.02313253
55.43998, 0.01783133
66.74935, 0.008915663
67.95947, 0.007951807
70.8688, 0.006144578
70.8688, 0.004578313
74.34658, 0.004096386
90.59142, 0.001204819
93.90572, 0.0009638554
100.2998, 0.0008433735
113.0619, 0.0006024097
