29.74007, 0.002289157
30.46106, 0.002771084
31.19953, 0.003253012
32.14785, 0.003855422
32.7306, 0.004337349
33.42389, 0.004939759
34.13186, 0.00566265
34.95932, 0.006506024
36.02193, 0.007349398
36.6749, 0.008072289
36.89521, 0.008915663
37.78967, 0.009879518
38.24503, 0.01069277
38.47477, 0.0113253
39.1722, 0.01204819
39.40751, 0.0126506
39.88228, 0.01325301
40.36286, 0.01409638
41.09452, 0.0146988
41.83945, 0.01566265
42.59798, 0.01626506
42.59798, 0.01831325
44.15644, 0.01927711
44.68842, 0.02024096
45.49849, 0.02102409
46.04675, 0.02168675
46.88144, 0.02228916
47.16306, 0.02313253
48.01799, 0.0239759
49.47754, 0.02457831
51.59576, 0.02481928
52.84659, 0.02566265
54.77999, 0.02578313
57.46826, 0.02506024
60.28843, 0.02433735
72.1536, 0.01518072
71.29449, 0.01445783
73.90282, 0.01301205
82.31425, 0.009397591
84.3098, 0.008674699
84.3098, 0.007469879
114.424, 0.001325301
120.7605, 0.0009638554
