17.98357, 0.002771084
18.64151, 0.002891566
19.20813, 0.003614458
19.79197, 0.004216867
20.39355, 0.004216867
21.01343, 0.005421686
21.39435, 0.006024096
21.91301, 0.006626506
22.31028, 0.007469879
22.7147, 0.008192771
23.12645, 0.009036145
23.40512, 0.009759036
23.97254, 0.01036145
24.18884, 0.01108434
24.55371, 0.01192771
24.99879, 0.01253012
25.14896, 0.01313253
25.45201, 0.01393574
25.60484, 0.01457831
25.75864, 0.01522892
26.22563, 0.01590361
26.54159, 0.01698795
26.54159, 0.01771084
26.86142, 0.01831325
27.34834, 0.01891566
27.34834, 0.01951807
27.67789, 0.02024096
27.84409, 0.02096386
28.01135, 0.02168675
28.17961, 0.02253012
28.51918, 0.02325301
28.69042, 0.02409638
29.21057, 0.02481928
29.38597, 0.02578313
29.74007, 0.0266265
29.91872, 0.02722891
30.09844, 0.02819277
30.09844, 0.02891566
30.09844, 0.02975904
31.01323, 0.03048193
31.01323, 0.03120482
31.38695, 0.03216868
31.57548, 0.03333334
31.57548, 0.03385542
32.14785, 0.03457831
32.53524, 0.03554217
32.34097, 0.03626506
33.12501, 0.03771084
33.32399, 0.03843373
33.92805, 0.03951807
34.54316, 0.04120482
36.56529, 0.04174699
38.47477, 0.04108434
42.34362, 0.03277108
43.37016, 0.0313253
43.89277, 0.03012048
44.42158, 0.02903614
48.59662, 0.02156626
59.92844, 0.006506024
64.7803, 0.004096386
67.55367, 0.003373494
86.35371, 0.0006024097
